name,state,fips,census_region,pop,votes_dem_2016,votes_gop_2016,total_votes_2016,per_dem_2016,per_gop_2016,diff_2016,winner,partywinner16,per_dem_2012,per_gop_2012,diff_2012,winner12,partywinner12
Teton County,ID,16081,West,10341,2157,2161,4966,0.434353605,0.435159082,4,Trump,Republican,0.425823568,0.543444616,532,Romney,Republican
Twin Falls County,ID,16083,West,80914,6844,21063,31893,0.214592544,0.660427053,14219,Trump,Republican,0.267962476,0.702615308,12232,Romney,Republican
Valley County,ID,16085,West,9826,1913,2906,5349,0.357636941,0.543279118,993,Trump,Republican,0.425899573,0.541573491,569,Romney,Republican
Washington County,ID,16087,West,10021,776,3283,4454,0.174225415,0.737090256,2507,Trump,Republican,0.254965358,0.722401848,2024,Romney,Republican
Adams County,IL,17001,Midwest,66988,7633,22732,31770,0.240258105,0.715517784,15099,Trump,Republican,0.315246578,0.667070535,10744,Romney,Republican
Alexander County,IL,17003,Midwest,7492,1262,1496,2820,0.44751773,0.530496454,234,Trump,Republican,0.561087268,0.424892704,476,Obama,Democrat
Bond County,IL,17005,Midwest,17269,2066,4884,7462,0.276869472,0.654516215,2818,Trump,Republican,0.41224713,0.559185347,1075,Romney,Republican
Boone County,IL,17007,Midwest,53869,8952,12261,22604,0.3960361,0.542426119,3309,Trump,Republican,0.462569728,0.519570618,1216,Romney,Republican
Brown County,IL,17009,Midwest,6832,475,1776,2336,0.203339041,0.760273973,1301,Trump,Republican,0.33319221,0.639712108,724,Romney,Republican
Bureau County,IL,17011,Midwest,33840,6010,9264,16303,0.368643808,0.568238974,3254,Trump,Republican,0.489065606,0.491053678,33,Romney,Republican
Calhoun County,IL,17013,Midwest,4956,739,1719,2556,0.289123631,0.672535211,980,Trump,Republican,0.419191919,0.559052059,360,Romney,Republican
Carroll County,IL,17015,Midwest,14715,2437,4428,7354,0.331384281,0.602121295,1991,Trump,Republican,0.496336499,0.481818182,107,Obama,Democrat
Cass County,IL,17017,Midwest,13156,1617,3216,5054,0.319944598,0.636327661,1599,Trump,Republican,0.421984356,0.557225196,657,Romney,Republican
Champaign County,IL,17019,Midwest,207133,49694,33235,89196,0.557132607,0.372606395,16459,Clinton,Democrat,0.520200979,0.452022675,5292,Obama,Democrat
Christian County,IL,17021,Midwest,33892,3982,10522,15310,0.260091444,0.687263227,6540,Trump,Republican,0.373722926,0.604345457,3386,Romney,Republican
Clark County,IL,17023,Midwest,16180,1873,5620,7819,0.239544699,0.71876199,3747,Trump,Republican,0.329848272,0.655106464,2551,Romney,Republican
Clay County,IL,17025,Midwest,13520,1014,5009,6278,0.161516406,0.797865562,3995,Trump,Republican,0.268011527,0.709272758,2603,Romney,Republican
Clinton County,IL,17027,Midwest,37857,3939,12394,17268,0.228109798,0.717743804,8455,Trump,Republican,0.340185434,0.640051238,4916,Romney,Republican
Coles County,IL,17029,Midwest,53320,7285,12985,21580,0.337581094,0.601714551,5700,Trump,Republican,0.433592652,0.54470897,2371,Romney,Republican
Cook County,IL,17031,Midwest,5246456,1528582,440213,2055215,0.743757709,0.214193162,1088369,Clinton,Democrat,0.740136937,0.246453278,959919,Obama,Democrat
Crawford County,IL,17033,Midwest,19393,1969,6146,8507,0.231456448,0.722463853,4177,Trump,Republican,0.332053966,0.648639218,2722,Romney,Republican
Cumberland County,IL,17035,Midwest,10833,1028,4200,5513,0.186468348,0.761835661,3172,Trump,Republican,0.310018904,0.662759924,1866,Romney,Republican
DeKalb County,IL,17037,Midwest,105462,20348,19051,42605,0.477596526,0.44715409,1297,Clinton,Democrat,0.516114091,0.460897123,2265,Obama,Democrat
De Witt County,IL,17039,Midwest,16284,1907,5072,7469,0.255321998,0.679073504,3165,Trump,Republican,0.354047424,0.623603162,1978,Romney,Republican
Douglas County,IL,17041,Midwest,19889,1946,5695,8089,0.240573618,0.704042527,3749,Trump,Republican,0.307516796,0.675751046,2905,Romney,Republican
DuPage County,IL,17043,Midwest,932708,222499,164355,412929,0.538831131,0.39802242,58144,Clinton,Democrat,0.497040333,0.486772767,4078,Obama,Democrat
Edgar County,IL,17045,Midwest,17841,1778,5634,7783,0.228446614,0.723885391,3856,Trump,Republican,0.328169014,0.656209987,2562,Romney,Republican
Edwards County,IL,17047,Midwest,6617,432,2777,3312,0.130434783,0.838466184,2345,Trump,Republican,0.23379845,0.744806202,1648,Romney,Republican
Effingham County,IL,17049,Midwest,34320,3071,13613,17428,0.176210695,0.78109938,10542,Trump,Republican,0.232298885,0.752696595,8636,Romney,Republican
Fayette County,IL,17051,Midwest,21870,1814,7363,9515,0.190646348,0.773830793,5549,Trump,Republican,0.317750753,0.663840232,3102,Romney,Republican
Ford County,IL,17053,Midwest,13688,1410,4474,6289,0.224200986,0.711400859,3064,Trump,Republican,0.275666667,0.704166667,2571,Romney,Republican
Franklin County,IL,17055,Midwest,39411,4711,13101,18533,0.25419521899999997,0.706901203,8390,Trump,Republican,0.404952211,0.573081438,3008,Romney,Republican
Fulton County,IL,17057,Midwest,36007,6118,8482,15609,0.39195336,0.543404446,2364,Trump,Republican,0.54273978,0.431766317,1702,Obama,Democrat
Gallatin County,IL,17059,Midwest,5291,656,1942,2691,0.243775548,0.721664809,1286,Trump,Republican,0.400155703,0.580770728,464,Romney,Republican
Greene County,IL,17061,Midwest,13434,1202,4139,5542,0.21688921,0.746842295,2937,Trump,Republican,0.360349127,0.613822586,1423,Romney,Republican
Grundy County,IL,17063,Midwest,50425,8021,13417,22891,0.35039972,0.586125552,5396,Trump,Republican,0.444693644,0.534357702,1879,Romney,Republican
Hamilton County,IL,17065,Midwest,8296,800,3205,4143,0.19309679,0.773594014,2405,Trump,Republican,0.321728081,0.652096569,1300,Romney,Republican
Hancock County,IL,17067,Midwest,18564,1744,5713,7818,0.223074955,0.730749552,3969,Trump,Republican,0.394458622,0.584518167,1564,Romney,Republican
Hardin County,IL,17069,Midwest,4129,419,1650,2133,0.196436943,0.773558368,1231,Trump,Republican,0.318454936,0.658798283,793,Romney,Republican
Henderson County,IL,17071,Midwest,6916,1151,2153,3480,0.330747126,0.618678161,1002,Trump,Republican,0.554869492,0.431658715,439,Obama,Democrat
Henry County,IL,17073,Midwest,49635,8835,13962,24232,0.364600528,0.576180258,5127,Trump,Republican,0.507269657,0.476296388,752,Obama,Democrat
Iroquois County,IL,17075,Midwest,28879,2496,9728,12923,0.193144007,0.752766386,7232,Trump,Republican,0.266875489,0.713782302,5707,Romney,Republican
Jackson County,IL,17077,Midwest,59677,11619,10889,24509,0.47407075,0.444285773,730,Clinton,Democrat,0.533553563,0.430863615,2176,Obama,Democrat
Jasper County,IL,17079,Midwest,9623,924,3973,5104,0.181034483,0.778409091,3049,Trump,Republican,0.284636761,0.696903533,2077,Romney,Republican
Jefferson County,IL,17081,Midwest,38534,4408,11681,16818,0.262100131,0.694553455,7273,Trump,Republican,0.372937496,0.601423051,3725,Romney,Republican
Jersey County,IL,17083,Midwest,22571,2673,7737,10909,0.245027042,0.70923091,5064,Trump,Republican,0.367806841,0.606841046,2376,Romney,Republican
Jo Daviess County,IL,17085,Midwest,22254,4452,6113,11177,0.398317974,0.546926725,1661,Trump,Republican,0.496012619,0.484532469,131,Obama,Democrat
Johnson County,IL,17087,Midwest,12601,1135,4644,6017,0.188632209,0.771813196,3509,Trump,Republican,0.277267914,0.698729262,2388,Romney,Republican
Kane County,IL,17089,Midwest,527306,99389,82087,193500,0.513638243,0.424222222,17302,Clinton,Democrat,0.496212513,0.487401365,1618,Obama,Democrat
Kankakee County,IL,17091,Midwest,111375,18908,25081,46556,0.406134548,0.538727554,6173,Trump,Republican,0.474654581,0.508558479,1541,Romney,Republican
Kendall County,IL,17093,Midwest,121350,23392,24152,50815,0.460336515,0.475292729,760,Trump,Republican,0.471093646,0.512321833,1857,Romney,Republican
Knox County,IL,17095,Midwest,52069,9939,10658,21964,0.452513203,0.485248589,719,Trump,Republican,0.577030688,0.405604654,3860,Obama,Democrat
Lake County,IL,17097,Midwest,705186,168186,108608,293574,0.572891332,0.369951017,59578,Clinton,Democrat,0.533573682,0.452797572,22943,Obama,Democrat
LaSalle County,IL,17099,Midwest,111241,19277,26269,48447,0.397898735,0.542221397,6992,Trump,Republican,0.488334111,0.492236881,184,Romney,Republican
Lawrence County,IL,17101,Midwest,16519,1288,4517,6039,0.213280344,0.747971518,3229,Trump,Republican,0.335895722,0.64388369,1843,Romney,Republican
Lee County,IL,17103,Midwest,34735,5499,8597,15215,0.361419652,0.565034505,3098,Trump,Republican,0.453813421,0.526743044,1114,Romney,Republican
Livingston County,IL,17105,Midwest,37903,4005,10197,15096,0.265302067,0.675476948,6192,Trump,Republican,0.333843798,0.648844797,4731,Romney,Republican
Logan County,IL,17107,Midwest,29746,3301,8167,12130,0.272135202,0.673289365,4866,Trump,Republican,0.330148708,0.650909695,3861,Romney,Republican
McDonough County,IL,17109,Midwest,31880,5278,6789,12910,0.408830364,0.525871418,1511,Trump,Republican,0.478897017,0.493769596,185,Romney,Republican
McHenry County,IL,17111,Midwest,307283,59827,71117,140145,0.426893575,0.507452995,11290,Trump,Republican,0.446825712,0.535133881,11797,Romney,Republican
McLean County,IL,17113,Midwest,174061,35918,37081,78995,0.454687006,0.469409456,1163,Trump,Republican,0.434190995,0.544807301,8048,Romney,Republican
Macon County,IL,17115,Midwest,108350,18211,26782,47283,0.385148996,0.56641922,8571,Trump,Republican,0.465471257,0.518013212,2561,Romney,Republican
Macoupin County,IL,17117,Midwest,46453,6532,14194,21881,0.298523833,0.648690645,7662,Trump,Republican,0.450661193,0.520790567,1469,Romney,Republican
Madison County,IL,17119,Midwest,266560,50336,70295,127902,0.393551313,0.549600475,19959,Trump,Republican,0.481272964,0.494922383,1668,Romney,Republican
Marion County,IL,17121,Midwest,38571,4231,11677,16600,0.254879518,0.703433735,7446,Trump,Republican,0.394837233,0.586787894,3019,Romney,Republican
Marshall County,IL,17123,Midwest,12014,1784,3776,5903,0.302219211,0.639674742,1992,Trump,Republican,0.419719274,0.562649777,835,Romney,Republican
Mason County,IL,17125,Midwest,13898,2008,4051,6433,0.312140525,0.629721747,2043,Trump,Republican,0.457110969,0.520567602,398,Romney,Republican
Massac County,IL,17127,Midwest,14905,1555,4844,6633,0.234433891,0.730287954,3289,Trump,Republican,0.32224276,0.65896488,2186,Romney,Republican
Menard County,IL,17129,Midwest,12570,1808,4230,6423,0.281488401,0.658570761,2422,Trump,Republican,0.341094106,0.642136112,1849,Romney,Republican
Mercer County,IL,17131,Midwest,15945,3061,4800,8417,0.363668766,0.570274445,1739,Trump,Republican,0.528211144,0.454428152,629,Obama,Democrat
Monroe County,IL,17133,Midwest,33722,5522,12614,19074,0.289504037,0.661319073,7092,Trump,Republican,0.35646579,0.624978457,4674,Romney,Republican
Montgomery County,IL,17135,Midwest,29359,3490,8616,12829,0.27203991,0.671603399,5126,Trump,Republican,0.416914191,0.558663366,1718,Romney,Republican
Morgan County,IL,17137,Midwest,34929,4693,9060,14607,0.321284316,0.620250565,4367,Trump,Republican,0.41162675,0.565844645,2170,Romney,Republican
Moultrie County,IL,17139,Midwest,14837,1476,4453,6209,0.23771944,0.717184732,2977,Trump,Republican,0.353932584,0.624752148,1639,Romney,Republican
Ogle County,IL,17141,Midwest,52085,8025,14344,23798,0.337213211,0.602739726,6319,Trump,Republican,0.407163054,0.574458058,3905,Romney,Republican
Peoria County,IL,17143,Midwest,187319,37436,35299,77465,0.483263409,0.455676757,2137,Clinton,Democrat,0.513066872,0.469087881,3433,Obama,Democrat
Perry County,IL,17145,Midwest,21672,2433,6816,9706,0.250669689,0.702246033,4383,Trump,Republican,0.39997902,0.576628553,1684,Romney,Republican
Piatt County,IL,17147,Midwest,16431,2633,5623,8899,0.295875941,0.631868749,2990,Trump,Republican,0.35426009,0.622283546,2331,Romney,Republican
Pike County,IL,17149,Midwest,16022,1412,5749,7458,0.189326897,0.770850094,4337,Trump,Republican,0.312852234,0.667079038,2577,Romney,Republican
Pope County,IL,17151,Midwest,4276,374,1678,2132,0.175422139,0.787054409,1304,Trump,Republican,0.292474087,0.680937359,862,Romney,Republican
Pulaski County,IL,17153,Midwest,5815,817,1583,2473,0.330367974,0.640113223,766,Trump,Republican,0.462845718,0.520493169,173,Romney,Republican
Putnam County,IL,17155,Midwest,5814,1143,1762,3076,0.371586476,0.572821847,619,Trump,Republican,0.497445722,0.478927203,58,Obama,Democrat
Randolph County,IL,17157,Midwest,32869,3421,9992,14032,0.243799886,0.712086659,6571,Trump,Republican,0.400069541,0.576077886,2531,Romney,Republican
Richland County,IL,17159,Midwest,16061,1579,5736,7630,0.206946265,0.751769332,4157,Trump,Republican,0.324443222,0.653010723,2390,Romney,Republican
Rock Island County,IL,17161,Midwest,146063,32258,26969,62971,0.512267552,0.428276508,5289,Clinton,Democrat,0.6023582,0.383600493,14193,Obama,Democrat
St. Clair County,IL,17163,Midwest,265729,60180,53479,119201,0.504861536,0.448645565,6701,Clinton,Democrat,0.563858455,0.419077708,17139,Obama,Democrat
Saline County,IL,17165,Midwest,24612,2551,8248,11234,0.227078512,0.734199751,5697,Trump,Republican,0.345094745,0.635022869,3106,Romney,Republican
Sangamon County,IL,17167,Midwest,198997,40731,49823,96472,0.422205407,0.516450369,9092,Trump,Republican,0.446241705,0.533127021,8170,Romney,Republican
Schuyler County,IL,17169,Midwest,7330,1074,2523,3792,0.283227848,0.665348101,1449,Trump,Republican,0.444616177,0.5311695,336,Romney,Republican
Scott County,IL,17171,Midwest,5204,528,1965,2583,0.204413473,0.760743322,1437,Trump,Republican,0.356303837,0.620986688,676,Romney,Republican
Shelby County,IL,17173,Midwest,22048,2279,8209,10912,0.208852639,0.752291056,5930,Trump,Republican,0.321294424,0.658480208,3501,Romney,Republican
Stark County,IL,17175,Midwest,5813,748,1777,2707,0.27632065,0.65644625,1029,Trump,Republican,0.411499436,0.573844419,432,Romney,Republican
Stephenson County,IL,17177,Midwest,46435,7531,10845,19525,0.385710627,0.555441741,3314,Trump,Republican,0.46708556,0.513359563,788,Romney,Republican
Tazewell County,IL,17179,Midwest,135707,20568,38620,63347,0.324687831,0.609657916,18052,Trump,Republican,0.400390785,0.579051935,10881,Romney,Republican
Union County,IL,17181,Midwest,17447,2389,5780,8514,0.280596664,0.678881842,3391,Trump,Republican,0.378897752,0.598380469,1816,Romney,Republican
Vermilion County,IL,17183,Midwest,79728,9876,18582,29799,0.331420517,0.623577972,8706,Trump,Republican,0.41192215,0.569265476,4115,Romney,Republican
Wabash County,IL,17185,Midwest,11549,1146,4039,5402,0.21214365,0.747686042,2893,Trump,Republican,0.309732787,0.677394188,1885,Romney,Republican
Warren County,IL,17187,Midwest,17874,2983,4267,7700,0.387402597,0.554155844,1284,Trump,Republican,0.520733012,0.462814339,433,Obama,Democrat
Washington County,IL,17189,Midwest,14337,1446,5566,7376,0.196041215,0.754609544,4120,Trump,Republican,0.330900243,0.647066775,2339,Romney,Republican
Wayne County,IL,17191,Midwest,16543,1048,6963,8256,0.126937984,0.843386628,5915,Trump,Republican,0.197238145,0.779572694,4470,Romney,Republican
White County,IL,17193,Midwest,14374,1412,5639,7289,0.193716559,0.7736315,4227,Trump,Republican,0.309817255,0.669924919,2542,Romney,Republican
Whiteside County,IL,17195,Midwest,56876,11005,12597,25210,0.436533122,0.499682666,1592,Trump,Republican,0.576633166,0.403685092,3717,Obama,Democrat
Will County,IL,17197,Midwest,685419,146230,129726,291010,0.502491323,0.445778496,16504,Clinton,Democrat,0.510684479,0.474017653,9156,Obama,Democrat
Williamson County,IL,17199,Midwest,67008,8539,21503,31422,0.271752275,0.684329451,12964,Trump,Republican,0.365280787,0.614876715,7258,Romney,Republican
Winnebago County,IL,17201,Midwest,288542,52595,53922,113027,0.465331293,0.47707185,1327,Trump,Republican,0.51966822,0.462717806,6612,Obama,Democrat
Woodford County,IL,17203,Midwest,39187,5068,13180,19389,0.261385322,0.679766878,8112,Trump,Republican,0.295203735,0.686916384,7383,Romney,Republican
Adams County,IN,18001,Midwest,34791,2802,9642,13039,0.21489378,0.739473886,6840,Trump,Republican,0.29235267,0.687490383,5136,Romney,Republican
Allen County,IN,18003,Midwest,365918,55222,83801,145787,0.378785488,0.574818056,28579,Trump,Republican,0.408688228,0.576332776,24544,Romney,Republican
Bartholomew County,IN,18005,Midwest,80217,9841,20637,32389,0.303837723,0.637160764,10796,Trump,Republican,0.362364821,0.616893528,7461,Romney,Republican
Benton County,IN,18007,Midwest,8700,860,2579,3654,0.235358511,0.705801861,1719,Trump,Republican,0.324014537,0.651104277,1170,Romney,Republican
Blackford County,IN,18009,Midwest,12401,1243,3349,4822,0.257776856,0.694525093,2106,Trump,Republican,0.406540084,0.571729958,783,Romney,Republican
Boone County,IN,18011,Midwest,61915,10181,19654,32061,0.317550919,0.613018933,9473,Trump,Republican,0.300306583,0.678340848,10481,Romney,Republican
Brown County,IN,18013,Midwest,14962,2518,5015,7908,0.318411735,0.634167931,2497,Trump,Republican,0.402635046,0.570487484,1274,Romney,Republican
Carroll County,IN,18015,Midwest,19923,1891,6273,8609,0.219653851,0.728656058,4382,Trump,Republican,0.337610676,0.640703195,2362,Romney,Republican
Cass County,IN,18017,Midwest,38438,3758,9697,14135,0.265864874,0.686027591,5939,Trump,Republican,0.379500601,0.596449034,3067,Romney,Republican
Clark County,IN,18019,Midwest,114262,18791,30012,51104,0.367701158,0.587273012,11221,Trump,Republican,0.441438953,0.540181038,4647,Romney,Republican
Clay County,IN,18021,Midwest,26562,2306,8528,11259,0.204813927,0.757438494,6222,Trump,Republican,0.332356711,0.64685955,3435,Romney,Republican
Clinton County,IN,18023,Midwest,32776,2819,8530,11896,0.23697041,0.717047747,5711,Trump,Republican,0.334750481,0.641562911,3031,Romney,Republican
Crawford County,IN,18025,Midwest,10655,1323,3013,4591,0.288172511,0.656284034,1690,Trump,Republican,0.444832098,0.527256869,378,Romney,Republican
Daviess County,IN,18027,Midwest,32729,1800,8545,10736,0.167660209,0.795920268,6745,Trump,Republican,0.237848917,0.745461644,5201,Romney,Republican
